timestamp,temperature_c,minimum_temperature_c,maximum_temperature_c,relative_humidity_pct,city,source,measurement_type
1985-04-27T00:00:00+00:00,20.82,14.43,27.03,54.89,Illustrative City,HeatSafe synthetic generator,synthetic
1985-04-28T00:00:00+00:00,19.88,13.7,27.68,54.86,Illustrative City,HeatSafe synthetic generator,synthetic
1985-04-29T00:00:00+00:00,21.45,15.28,28.33,67.96,Illustrative City,HeatSafe synthetic generator,synthetic
1985-04-30T00:00:00+00:00,19.47,13.12,25.4,62.89,Illustrative City,HeatSafe synthetic generator,synthetic
1985-05-01T00:00:00+00:00,19.57,14.1,24.61,58.05,Illustrative City,HeatSafe synthetic generator,synthetic
1985-05-02T00:00:00+00:00,18.27,12.11,24.68,41.35,Illustrative City,HeatSafe synthetic generator,synthetic
1985-05-03T00:00:00+00:00,20.94,15.74,26.88,53.78,Illustrative City,HeatSafe synthetic generator,synthetic
1985-05-04T00:00:00+00:00,23.49,16.95,31.16,56.09,Illustrative City,HeatSafe synthetic generator,synthetic
1985-05-05T00:00:00+00:00,21.12,14.23,27.26,64.84,Illustrative City,HeatSafe synthetic generator,synthetic
1985-05-06T00:00:00+00:00,22.52,17.32,28.53,48.23,Illustrative City,HeatSafe synthetic generator,synthetic
1985-05-07T00:00:00+00:00,22.16,16.34,28.29,49.68,Illustrative City,HeatSafe synthetic generator,synthetic
1985-05-08T00:00:00+00:00,23.94,17.29,29.56,53.56,Illustrative City,HeatSafe synthetic generator,synthetic
1985-05-09T00:00:00+00:00,20.85,15.37,26.05,58.5,Illustrative City,HeatSafe synthetic generator,synthetic
1985-05-10T00:00:00+00:00,23.08,16.17,30.5,55.24,Illustrative City,HeatSafe synthetic generator,synthetic
1985-05-11T00:00:00+00:00,20.62,13.64,26.04,66.22,Illustrative City,HeatSafe synthetic generator,synthetic
1985-05-12T00:00:00+00:00,24.19,18.33,30.68,59.41,Illustrative City,HeatSafe synthetic generator,synthetic
1985-05-13T00:00:00+00:00,21.84,16.03,27.59,55.54,Illustrative City,HeatSafe synthetic generator,synthetic
1985-05-14T00:00:00+00:00,22.75,17.1,27.78,49.76,Illustrative City,HeatSafe synthetic generator,synthetic
1985-05-15T00:00:00+00:00,23.2,16.88,30.61,53.51,Illustrative City,HeatSafe synthetic generator,synthetic
1985-05-16T00:00:00+00:00,22.17,16.93,27.97,53.01,Illustrative City,HeatSafe synthetic generator,synthetic
1985-05-17T00:00:00+00:00,22.95,17.8,28.21,52.17,Illustrative City,HeatSafe synthetic generator,synthetic
1985-05-18T00:00:00+00:00,23.33,18.16,29.69,52.21,Illustrative City,HeatSafe synthetic generator,synthetic
1985-05-19T00:00:00+00:00,23.07,16.95,31.06,60.35,Illustrative City,HeatSafe synthetic generator,synthetic
1985-05-20T00:00:00+00:00,22.82,17.63,29.59,44.86,Illustrative City,HeatSafe synthetic generator,synthetic
1985-05-21T00:00:00+00:00,24.86,19.49,31.36,38.85,Illustrative City,HeatSafe synthetic generator,synthetic
1985-05-22T00:00:00+00:00,24.02,18.5,31.43,56.96,Illustrative City,HeatSafe synthetic generator,synthetic
1985-05-23T00:00:00+00:00,22.77,16.21,30.02,52.58,Illustrative City,HeatSafe synthetic generator,synthetic
1985-05-24T00:00:00+00:00,23.67,17.68,30.43,53.89,Illustrative City,HeatSafe synthetic generator,synthetic
1985-05-25T00:00:00+00:00,22.02,16.29,27.83,56.65,Illustrative City,HeatSafe synthetic generator,synthetic
1985-05-26T00:00:00+00:00,25.02,19.69,30.84,65.32,Illustrative City,HeatSafe synthetic generator,synthetic
1985-05-27T00:00:00+00:00,23.3,18.18,28.82,42.88,Illustrative City,HeatSafe synthetic generator,synthetic
1985-05-28T00:00:00+00:00,23.89,18.26,31.27,50.9,Illustrative City,HeatSafe synthetic generator,synthetic
1985-05-29T00:00:00+00:00,24.09,17.88,29.49,61.38,Illustrative City,HeatSafe synthetic generator,synthetic
1985-05-30T00:00:00+00:00,25.7,19.3,32.42,46.4,Illustrative City,HeatSafe synthetic generator,synthetic
1985-05-31T00:00:00+00:00,26.23,19.68,33.33,64.61,Illustrative City,HeatSafe synthetic generator,synthetic
1985-06-01T00:00:00+00:00,24.42,18.54,29.49,43.68,Illustrative City,HeatSafe synthetic generator,synthetic
1985-06-02T00:00:00+00:00,27.44,21.96,34.92,40.04,Illustrative City,HeatSafe synthetic generator,synthetic
1985-06-03T00:00:00+00:00,24.13,18.43,30.87,65.38,Illustrative City,HeatSafe synthetic generator,synthetic
1985-06-04T00:00:00+00:00,27.87,22.78,33.39,47.59,Illustrative City,HeatSafe synthetic generator,synthetic
1985-06-05T00:00:00+00:00,25.31,19.9,31.85,51.93,Illustrative City,HeatSafe synthetic generator,synthetic
1985-06-06T00:00:00+00:00,26.63,19.91,33.13,52.73,Illustrative City,HeatSafe synthetic generator,synthetic
1985-06-07T00:00:00+00:00,27.05,21.49,34.85,50.03,Illustrative City,HeatSafe synthetic generator,synthetic
1985-06-08T00:00:00+00:00,26.3,20.46,31.7,60.67,Illustrative City,HeatSafe synthetic generator,synthetic
1985-06-09T00:00:00+00:00,22.47,16.04,28.3,67.28,Illustrative City,HeatSafe synthetic generator,synthetic
1985-06-10T00:00:00+00:00,25.97,19.22,33.61,50.29,Illustrative City,HeatSafe synthetic generator,synthetic
1985-06-11T00:00:00+00:00,26.04,20.93,31.9,44.27,Illustrative City,HeatSafe synthetic generator,synthetic
1985-06-12T00:00:00+00:00,24.87,18.08,31.77,59.04,Illustrative City,HeatSafe synthetic generator,synthetic
1985-06-13T00:00:00+00:00,27.15,22.11,34.43,67.12,Illustrative City,HeatSafe synthetic generator,synthetic
1985-06-14T00:00:00+00:00,27.46,20.86,32.85,53.71,Illustrative City,HeatSafe synthetic generator,synthetic
1985-06-15T00:00:00+00:00,25.31,18.4,30.36,48.23,Illustrative City,HeatSafe synthetic generator,synthetic
1985-06-16T00:00:00+00:00,25.32,19.37,30.34,47.82,Illustrative City,HeatSafe synthetic generator,synthetic
1985-06-17T00:00:00+00:00,24.17,18.06,31.04,42.39,Illustrative City,HeatSafe synthetic generator,synthetic
1985-06-18T00:00:00+00:00,23.91,18.5,30.74,57.55,Illustrative City,HeatSafe synthetic generator,synthetic
1985-06-19T00:00:00+00:00,28.0,22.76,34.54,68.12,Illustrative City,HeatSafe synthetic generator,synthetic
1985-06-20T00:00:00+00:00,27.51,22.1,35.37,58.93,Illustrative City,HeatSafe synthetic generator,synthetic
1985-06-21T00:00:00+00:00,27.05,20.5,34.76,38.72,Illustrative City,HeatSafe synthetic generator,synthetic
1985-06-22T00:00:00+00:00,25.72,20.39,31.15,47.65,Illustrative City,HeatSafe synthetic generator,synthetic
1985-06-23T00:00:00+00:00,25.64,20.5,32.95,56.18,Illustrative City,HeatSafe synthetic generator,synthetic
1985-06-24T00:00:00+00:00,25.54,20.11,32.11,53.79,Illustrative City,HeatSafe synthetic generator,synthetic
1985-06-25T00:00:00+00:00,25.58,19.06,32.33,49.44,Illustrative City,HeatSafe synthetic generator,synthetic
1985-06-26T00:00:00+00:00,24.42,18.08,32.39,46.42,Illustrative City,HeatSafe synthetic generator,synthetic
1985-06-27T00:00:00+00:00,27.16,21.77,32.69,62.46,Illustrative City,HeatSafe synthetic generator,synthetic
1985-06-28T00:00:00+00:00,27.17,20.66,35.13,49.49,Illustrative City,HeatSafe synthetic generator,synthetic
1985-06-29T00:00:00+00:00,27.45,21.56,32.59,59.23,Illustrative City,HeatSafe synthetic generator,synthetic
1985-06-30T00:00:00+00:00,25.32,19.52,30.76,38.85,Illustrative City,HeatSafe synthetic generator,synthetic
1985-07-01T00:00:00+00:00,26.63,20.34,32.97,50.04,Illustrative City,HeatSafe synthetic generator,synthetic
1985-07-02T00:00:00+00:00,26.02,19.13,33.58,45.01,Illustrative City,HeatSafe synthetic generator,synthetic
1985-07-03T00:00:00+00:00,27.01,20.68,34.48,55.02,Illustrative City,HeatSafe synthetic generator,synthetic
1985-07-04T00:00:00+00:00,25.94,19.99,33.09,56.26,Illustrative City,HeatSafe synthetic generator,synthetic
1985-07-05T00:00:00+00:00,29.17,22.35,36.93,34.58,Illustrative City,HeatSafe synthetic generator,synthetic
1985-07-06T00:00:00+00:00,22.95,16.35,30.27,33.44,Illustrative City,HeatSafe synthetic generator,synthetic
1985-07-07T00:00:00+00:00,26.41,20.72,33.45,56.34,Illustrative City,HeatSafe synthetic generator,synthetic
1985-07-08T00:00:00+00:00,25.55,19.56,32.09,52.69,Illustrative City,HeatSafe synthetic generator,synthetic
1985-07-09T00:00:00+00:00,26.63,20.58,33.98,41.26,Illustrative City,HeatSafe synthetic generator,synthetic
1985-07-10T00:00:00+00:00,24.76,19.32,31.97,54.54,Illustrative City,HeatSafe synthetic generator,synthetic
1985-07-11T00:00:00+00:00,25.87,18.89,32.07,35.41,Illustrative City,HeatSafe synthetic generator,synthetic
1985-07-12T00:00:00+00:00,27.97,21.86,32.97,52.52,Illustrative City,HeatSafe synthetic generator,synthetic
1985-07-13T00:00:00+00:00,27.42,20.51,34.66,49.43,Illustrative City,HeatSafe synthetic generator,synthetic
1985-07-14T00:00:00+00:00,23.86,16.95,29.92,61.42,Illustrative City,HeatSafe synthetic generator,synthetic
1985-07-15T00:00:00+00:00,22.45,15.54,29.63,50.27,Illustrative City,HeatSafe synthetic generator,synthetic
1985-07-16T00:00:00+00:00,26.75,20.07,32.43,48.68,Illustrative City,HeatSafe synthetic generator,synthetic
1985-07-17T00:00:00+00:00,25.06,19.64,32.36,57.34,Illustrative City,HeatSafe synthetic generator,synthetic
1985-07-18T00:00:00+00:00,25.19,19.7,32.36,51.28,Illustrative City,HeatSafe synthetic generator,synthetic
1985-07-19T00:00:00+00:00,27.49,20.57,34.84,51.98,Illustrative City,HeatSafe synthetic generator,synthetic
1985-07-20T00:00:00+00:00,26.94,20.48,33.98,55.52,Illustrative City,HeatSafe synthetic generator,synthetic
1985-07-21T00:00:00+00:00,22.92,16.01,28.42,56.12,Illustrative City,HeatSafe synthetic generator,synthetic
1985-07-22T00:00:00+00:00,28.21,22.97,35.44,46.46,Illustrative City,HeatSafe synthetic generator,synthetic
1985-07-23T00:00:00+00:00,26.61,20.34,32.07,47.59,Illustrative City,HeatSafe synthetic generator,synthetic
1985-07-24T00:00:00+00:00,22.2,15.6,28.26,48.63,Illustrative City,HeatSafe synthetic generator,synthetic
1985-07-25T00:00:00+00:00,26.29,19.78,32.27,62.77,Illustrative City,HeatSafe synthetic generator,synthetic
1985-07-26T00:00:00+00:00,26.26,20.77,34.18,58.78,Illustrative City,HeatSafe synthetic generator,synthetic
1985-07-27T00:00:00+00:00,25.32,18.62,32.4,55.67,Illustrative City,HeatSafe synthetic generator,synthetic
1985-07-28T00:00:00+00:00,25.4,19.5,32.31,52.09,Illustrative City,HeatSafe synthetic generator,synthetic
1985-07-29T00:00:00+00:00,24.06,18.14,29.95,60.11,Illustrative City,HeatSafe synthetic generator,synthetic
1985-07-30T00:00:00+00:00,24.73,17.95,31.09,57.17,Illustrative City,HeatSafe synthetic generator,synthetic
1985-07-31T00:00:00+00:00,24.22,17.84,31.59,59.7,Illustrative City,HeatSafe synthetic generator,synthetic
1985-08-01T00:00:00+00:00,25.03,19.95,32.16,43.47,Illustrative City,HeatSafe synthetic generator,synthetic
1985-08-02T00:00:00+00:00,26.67,20.7,33.15,49.64,Illustrative City,HeatSafe synthetic generator,synthetic
1985-08-03T00:00:00+00:00,26.32,20.29,32.03,45.68,Illustrative City,HeatSafe synthetic generator,synthetic
1985-08-04T00:00:00+00:00,25.79,18.82,32.52,33.29,Illustrative City,HeatSafe synthetic generator,synthetic
1985-08-05T00:00:00+00:00,25.65,19.19,33.59,62.84,Illustrative City,HeatSafe synthetic generator,synthetic
1985-08-06T00:00:00+00:00,25.11,19.51,32.81,54.27,Illustrative City,HeatSafe synthetic generator,synthetic
1985-08-07T00:00:00+00:00,19.96,13.4,27.08,56.76,Illustrative City,HeatSafe synthetic generator,synthetic
1985-08-08T00:00:00+00:00,23.94,17.32,30.79,52.65,Illustrative City,HeatSafe synthetic generator,synthetic
1985-08-09T00:00:00+00:00,24.65,19.19,32.48,67.26,Illustrative City,HeatSafe synthetic generator,synthetic
1985-08-10T00:00:00+00:00,24.55,18.81,30.16,52.32,Illustrative City,HeatSafe synthetic generator,synthetic
1985-08-11T00:00:00+00:00,24.06,17.59,29.39,49.1,Illustrative City,HeatSafe synthetic generator,synthetic
1985-08-12T00:00:00+00:00,25.2,18.61,30.28,50.25,Illustrative City,HeatSafe synthetic generator,synthetic
1985-08-13T00:00:00+00:00,23.6,17.57,31.18,44.7,Illustrative City,HeatSafe synthetic generator,synthetic
1985-08-14T00:00:00+00:00,24.77,18.23,31.39,49.35,Illustrative City,HeatSafe synthetic generator,synthetic
1985-08-15T00:00:00+00:00,22.49,15.51,28.88,45.08,Illustrative City,HeatSafe synthetic generator,synthetic
1985-08-16T00:00:00+00:00,23.55,17.38,31.17,58.87,Illustrative City,HeatSafe synthetic generator,synthetic
1985-08-17T00:00:00+00:00,22.4,16.22,30.12,55.45,Illustrative City,HeatSafe synthetic generator,synthetic
1985-08-18T00:00:00+00:00,22.94,16.62,30.47,69.63,Illustrative City,HeatSafe synthetic generator,synthetic
1985-08-19T00:00:00+00:00,20.14,14.95,25.25,65.33,Illustrative City,HeatSafe synthetic generator,synthetic
1985-08-20T00:00:00+00:00,22.96,17.1,29.34,61.36,Illustrative City,HeatSafe synthetic generator,synthetic
1985-08-21T00:00:00+00:00,21.45,16.37,27.12,58.4,Illustrative City,HeatSafe synthetic generator,synthetic
1985-08-22T00:00:00+00:00,23.53,18.4,30.25,58.91,Illustrative City,HeatSafe synthetic generator,synthetic
1985-08-23T00:00:00+00:00,21.96,16.88,28.91,63.95,Illustrative City,HeatSafe synthetic generator,synthetic
1985-08-24T00:00:00+00:00,20.73,14.23,28.27,37.6,Illustrative City,HeatSafe synthetic generator,synthetic
1985-08-25T00:00:00+00:00,22.26,16.71,27.45,50.46,Illustrative City,HeatSafe synthetic generator,synthetic
1985-08-26T00:00:00+00:00,21.02,15.8,26.8,55.45,Illustrative City,HeatSafe synthetic generator,synthetic
1985-08-27T00:00:00+00:00,22.77,17.42,28.77,68.55,Illustrative City,HeatSafe synthetic generator,synthetic
