timestamp_utc,city,country,temperature_c,relative_humidity_pct,pm25_ug_m3,wind_speed_kmh,measurement_type,source_name
2025-06-07T08:00:00+00:00,Istanbul,Türkiye,26.26,67.95,24.39,11.87,synthetic,HeatSafe synthetic generator
2025-06-07T09:00:00+00:00,Istanbul,Türkiye,26.35,61.61,20.08,12.42,synthetic,HeatSafe synthetic generator
2025-06-07T10:00:00+00:00,Istanbul,Türkiye,28.38,58.4,22.67,10.48,synthetic,HeatSafe synthetic generator
2025-06-07T11:00:00+00:00,Istanbul,Türkiye,29.48,64.12,25.94,11.98,synthetic,HeatSafe synthetic generator
2025-06-07T12:00:00+00:00,Istanbul,Türkiye,29.0,58.7,25.18,11.28,synthetic,HeatSafe synthetic generator
2025-06-07T13:00:00+00:00,Istanbul,Türkiye,29.57,60.77,29.62,8.61,synthetic,HeatSafe synthetic generator
2025-06-07T14:00:00+00:00,Istanbul,Türkiye,30.95,62.01,26.3,9.35,synthetic,HeatSafe synthetic generator
2025-06-07T15:00:00+00:00,Istanbul,Türkiye,30.92,60.74,22.07,6.83,synthetic,HeatSafe synthetic generator
2025-06-07T16:00:00+00:00,Istanbul,Türkiye,31.35,59.58,24.45,5.55,synthetic,HeatSafe synthetic generator
2025-06-07T17:00:00+00:00,Istanbul,Türkiye,30.16,57.31,28.42,4.26,synthetic,HeatSafe synthetic generator
2025-06-07T18:00:00+00:00,Istanbul,Türkiye,27.62,63.91,27.16,6.6,synthetic,HeatSafe synthetic generator
2025-06-07T19:00:00+00:00,Istanbul,Türkiye,28.07,62.32,28.24,4.32,synthetic,HeatSafe synthetic generator
2025-06-07T20:00:00+00:00,Istanbul,Türkiye,26.88,69.16,30.54,6.91,synthetic,HeatSafe synthetic generator
2025-06-07T21:00:00+00:00,Istanbul,Türkiye,23.91,65.98,29.83,7.13,synthetic,HeatSafe synthetic generator
2025-06-07T22:00:00+00:00,Istanbul,Türkiye,23.39,62.32,27.86,6.62,synthetic,HeatSafe synthetic generator
2025-06-07T23:00:00+00:00,Istanbul,Türkiye,21.36,69.64,21.76,10.36,synthetic,HeatSafe synthetic generator
2025-06-08T00:00:00+00:00,Istanbul,Türkiye,22.09,71.14,25.81,8.11,synthetic,HeatSafe synthetic generator
2025-06-08T01:00:00+00:00,Istanbul,Türkiye,20.77,59.91,27.92,12.36,synthetic,HeatSafe synthetic generator
2025-06-08T02:00:00+00:00,Istanbul,Türkiye,20.47,69.77,30.62,12.7,synthetic,HeatSafe synthetic generator
2025-06-08T03:00:00+00:00,Istanbul,Türkiye,21.78,72.12,27.94,11.91,synthetic,HeatSafe synthetic generator
2025-06-08T04:00:00+00:00,Istanbul,Türkiye,21.58,79.19,31.41,11.36,synthetic,HeatSafe synthetic generator
2025-06-08T05:00:00+00:00,Istanbul,Türkiye,21.57,59.93,29.42,11.14,synthetic,HeatSafe synthetic generator
2025-06-08T06:00:00+00:00,Istanbul,Türkiye,22.37,59.24,23.67,15.14,synthetic,HeatSafe synthetic generator
2025-06-08T07:00:00+00:00,Istanbul,Türkiye,23.57,58.87,28.98,13.18,synthetic,HeatSafe synthetic generator
2025-06-08T08:00:00+00:00,Istanbul,Türkiye,26.32,69.7,31.16,10.87,synthetic,HeatSafe synthetic generator
2025-06-08T09:00:00+00:00,Istanbul,Türkiye,27.22,66.89,28.37,9.95,synthetic,HeatSafe synthetic generator
2025-06-08T10:00:00+00:00,Istanbul,Türkiye,29.47,60.8,27.76,12.03,synthetic,HeatSafe synthetic generator
2025-06-08T11:00:00+00:00,Istanbul,Türkiye,30.49,62.91,28.79,12.4,synthetic,HeatSafe synthetic generator
2025-06-08T12:00:00+00:00,Istanbul,Türkiye,32.22,67.53,34.18,7.76,synthetic,HeatSafe synthetic generator
2025-06-08T13:00:00+00:00,Istanbul,Türkiye,34.03,53.98,26.81,7.56,synthetic,HeatSafe synthetic generator
2025-06-08T14:00:00+00:00,Istanbul,Türkiye,32.52,61.86,24.76,8.54,synthetic,HeatSafe synthetic generator
2025-06-08T15:00:00+00:00,Istanbul,Türkiye,31.48,58.38,24.91,5.72,synthetic,HeatSafe synthetic generator
2025-06-08T16:00:00+00:00,Istanbul,Türkiye,30.18,60.71,28.48,8.01,synthetic,HeatSafe synthetic generator
2025-06-08T17:00:00+00:00,Istanbul,Türkiye,28.95,52.93,25.84,8.83,synthetic,HeatSafe synthetic generator
2025-06-08T18:00:00+00:00,Istanbul,Türkiye,28.19,74.58,36.35,3.67,synthetic,HeatSafe synthetic generator
2025-06-08T19:00:00+00:00,Istanbul,Türkiye,26.73,65.6,27.6,10.89,synthetic,HeatSafe synthetic generator
2025-06-08T20:00:00+00:00,Istanbul,Türkiye,25.27,69.4,39.27,6.32,synthetic,HeatSafe synthetic generator
2025-06-08T21:00:00+00:00,Istanbul,Türkiye,23.92,66.25,34.25,8.92,synthetic,HeatSafe synthetic generator
2025-06-08T22:00:00+00:00,Istanbul,Türkiye,23.52,62.12,32.1,6.65,synthetic,HeatSafe synthetic generator
2025-06-08T23:00:00+00:00,Istanbul,Türkiye,20.66,66.92,27.55,10.14,synthetic,HeatSafe synthetic generator
2025-06-09T00:00:00+00:00,Istanbul,Türkiye,23.14,80.7,34.57,9.07,synthetic,HeatSafe synthetic generator
2025-06-09T01:00:00+00:00,Istanbul,Türkiye,21.63,77.33,34.49,10.75,synthetic,HeatSafe synthetic generator
2025-06-09T02:00:00+00:00,Istanbul,Türkiye,22.67,71.7,32.94,12.24,synthetic,HeatSafe synthetic generator
2025-06-09T03:00:00+00:00,Istanbul,Türkiye,21.55,66.92,32.82,10.5,synthetic,HeatSafe synthetic generator
2025-06-09T04:00:00+00:00,Istanbul,Türkiye,21.39,80.79,40.36,13.28,synthetic,HeatSafe synthetic generator
2025-06-09T05:00:00+00:00,Istanbul,Türkiye,21.7,68.86,38.72,12.74,synthetic,HeatSafe synthetic generator
2025-06-09T06:00:00+00:00,Istanbul,Türkiye,24.69,62.25,31.81,17.49,synthetic,HeatSafe synthetic generator
2025-06-09T07:00:00+00:00,Istanbul,Türkiye,23.19,73.56,28.48,13.68,synthetic,HeatSafe synthetic generator
2025-06-09T08:00:00+00:00,Istanbul,Türkiye,26.01,70.12,22.5,9.63,synthetic,HeatSafe synthetic generator
2025-06-09T09:00:00+00:00,Istanbul,Türkiye,27.05,64.57,30.23,12.39,synthetic,HeatSafe synthetic generator
2025-06-09T10:00:00+00:00,Istanbul,Türkiye,27.81,60.87,29.56,12.49,synthetic,HeatSafe synthetic generator
2025-06-09T11:00:00+00:00,Istanbul,Türkiye,30.31,68.75,32.36,10.4,synthetic,HeatSafe synthetic generator
2025-06-09T12:00:00+00:00,Istanbul,Türkiye,30.72,59.12,32.42,6.88,synthetic,HeatSafe synthetic generator
2025-06-09T13:00:00+00:00,Istanbul,Türkiye,31.51,55.4,27.92,5.79,synthetic,HeatSafe synthetic generator
2025-06-09T14:00:00+00:00,Istanbul,Türkiye,32.32,59.06,37.3,8.54,synthetic,HeatSafe synthetic generator
2025-06-09T15:00:00+00:00,Istanbul,Türkiye,29.86,54.55,34.63,5.64,synthetic,HeatSafe synthetic generator
2025-06-09T16:00:00+00:00,Istanbul,Türkiye,29.84,59.7,32.2,4.51,synthetic,HeatSafe synthetic generator
2025-06-09T17:00:00+00:00,Istanbul,Türkiye,29.63,59.2,22.43,7.14,synthetic,HeatSafe synthetic generator
2025-06-09T18:00:00+00:00,Istanbul,Türkiye,28.17,69.4,30.75,2.84,synthetic,HeatSafe synthetic generator
2025-06-09T19:00:00+00:00,Istanbul,Türkiye,28.52,56.46,29.57,7.33,synthetic,HeatSafe synthetic generator
2025-06-09T20:00:00+00:00,Istanbul,Türkiye,25.97,57.72,33.17,6.15,synthetic,HeatSafe synthetic generator
2025-06-09T21:00:00+00:00,Istanbul,Türkiye,25.92,70.56,47.74,3.88,synthetic,HeatSafe synthetic generator
2025-06-09T22:00:00+00:00,Istanbul,Türkiye,23.63,63.79,38.5,9.64,synthetic,HeatSafe synthetic generator
2025-06-09T23:00:00+00:00,Istanbul,Türkiye,23.18,66.53,31.55,4.91,synthetic,HeatSafe synthetic generator
2025-06-10T00:00:00+00:00,Istanbul,Türkiye,23.13,73.95,35.29,11.87,synthetic,HeatSafe synthetic generator
2025-06-10T01:00:00+00:00,Istanbul,Türkiye,21.85,76.9,30.53,9.61,synthetic,HeatSafe synthetic generator
2025-06-10T02:00:00+00:00,Istanbul,Türkiye,21.23,74.02,40.07,9.98,synthetic,HeatSafe synthetic generator
2025-06-10T03:00:00+00:00,Istanbul,Türkiye,21.36,83.05,41.19,14.57,synthetic,HeatSafe synthetic generator
