timestamp,indoor_temperature_c,outdoor_temperature_c,indoor_humidity_pct,outdoor_humidity_pct,indoor_pm25_ug_m3,outdoor_pm25_ug_m3,event
2025-06-03T04:00:00+00:00,25.33,19.8,55,60,10,14,
2025-06-03T05:00:00+00:00,24.88,20.76,55,60,10,14,
2025-06-03T06:00:00+00:00,24.83,22.0,55,60,10,14,Windows Closed
2025-06-03T07:00:00+00:00,24.71,23.45,55,60,10,14,
2025-06-03T08:00:00+00:00,25.16,25.0,55,60,10,14,
2025-06-03T09:00:00+00:00,25.62,26.55,55,60,10,14,
2025-06-03T10:00:00+00:00,25.71,28.0,55,60,10,14,
2025-06-03T11:00:00+00:00,26.43,29.24,55,60,10,14,
2025-06-03T12:00:00+00:00,26.8,30.2,55,60,10,14,
2025-06-03T13:00:00+00:00,27.55,30.8,55,60,10,14,
2025-06-03T14:00:00+00:00,27.78,31.0,55,60,10,14,
2025-06-03T15:00:00+00:00,28.49,30.8,55,60,10,14,
2025-06-03T16:00:00+00:00,28.84,30.2,55,60,10,14,
2025-06-03T17:00:00+00:00,29.37,29.24,55,60,10,14,
2025-06-03T18:00:00+00:00,29.49,28.0,55,60,10,14,
2025-06-03T19:00:00+00:00,29.38,26.55,55,60,10,14,
2025-06-03T20:00:00+00:00,28.88,25.0,55,60,10,14,
2025-06-03T21:00:00+00:00,28.64,23.45,55,60,10,14,Windows Opened
2025-06-03T22:00:00+00:00,28.21,22.0,55,60,10,14,
2025-06-03T23:00:00+00:00,27.27,20.76,55,60,10,14,
2025-06-04T00:00:00+00:00,27.26,19.8,55,60,10,14,
2025-06-04T01:00:00+00:00,26.46,19.2,55,60,10,14,
2025-06-04T02:00:00+00:00,25.91,19.0,55,60,10,14,
2025-06-04T03:00:00+00:00,25.64,19.2,55,60,10,14,
2025-06-04T04:00:00+00:00,24.97,19.8,55,60,10,14,
2025-06-04T05:00:00+00:00,24.67,20.76,55,60,10,14,
2025-06-04T06:00:00+00:00,24.71,22.0,55,60,10,14,Windows Closed
2025-06-04T07:00:00+00:00,24.99,23.45,55,60,10,14,
2025-06-04T08:00:00+00:00,25.36,25.0,55,60,10,14,
2025-06-04T09:00:00+00:00,25.23,26.55,55,60,10,14,
2025-06-04T10:00:00+00:00,26.03,28.0,55,60,10,14,
2025-06-04T11:00:00+00:00,26.25,29.24,55,60,10,14,
2025-06-04T12:00:00+00:00,27.13,30.2,55,60,10,14,
2025-06-04T13:00:00+00:00,27.55,30.8,55,60,10,14,
2025-06-04T14:00:00+00:00,28.02,31.0,55,60,10,14,
2025-06-04T15:00:00+00:00,28.62,30.8,55,60,10,14,
2025-06-04T16:00:00+00:00,28.97,30.2,55,60,10,14,
2025-06-04T17:00:00+00:00,29.11,29.24,55,60,10,14,
2025-06-04T18:00:00+00:00,28.87,28.0,55,60,10,14,
2025-06-04T19:00:00+00:00,28.64,26.55,55,60,10,14,
2025-06-04T20:00:00+00:00,29.08,25.0,55,60,10,14,
2025-06-04T21:00:00+00:00,28.77,23.45,55,60,10,14,Windows Opened
2025-06-04T22:00:00+00:00,28.11,22.0,55,60,10,14,
2025-06-04T23:00:00+00:00,27.43,20.76,55,60,10,14,
2025-06-05T00:00:00+00:00,27.16,19.8,55,60,10,14,
2025-06-05T01:00:00+00:00,26.78,19.2,55,60,10,14,
2025-06-05T02:00:00+00:00,25.93,19.0,55,60,10,14,
2025-06-05T03:00:00+00:00,25.5,19.2,55,60,10,14,
2025-06-05T04:00:00+00:00,25.05,19.8,55,60,10,14,
2025-06-05T05:00:00+00:00,24.8,20.76,55,60,10,14,
2025-06-05T06:00:00+00:00,25.17,22.0,55,60,10,14,Windows Closed
2025-06-05T07:00:00+00:00,25.23,23.45,55,60,10,14,
2025-06-05T08:00:00+00:00,25.36,25.0,55,60,10,14,
2025-06-05T09:00:00+00:00,25.42,26.55,55,60,10,14,
2025-06-05T10:00:00+00:00,25.74,28.0,55,60,10,14,
2025-06-05T11:00:00+00:00,26.33,29.24,55,60,10,14,
2025-06-05T12:00:00+00:00,26.79,30.2,55,60,10,14,
2025-06-05T13:00:00+00:00,27.25,30.8,55,60,10,14,
2025-06-05T14:00:00+00:00,28.02,31.0,55,60,10,14,
2025-06-05T15:00:00+00:00,28.65,30.8,55,60,10,14,
2025-06-05T16:00:00+00:00,28.98,30.2,55,60,10,14,
2025-06-05T17:00:00+00:00,29.12,29.24,55,60,10,14,
2025-06-05T18:00:00+00:00,29.09,28.0,55,60,10,14,
2025-06-05T19:00:00+00:00,29.16,26.55,55,60,10,14,
2025-06-05T20:00:00+00:00,28.91,25.0,55,60,10,14,
2025-06-05T21:00:00+00:00,28.89,23.45,55,60,10,14,Windows Opened
2025-06-05T22:00:00+00:00,28.05,22.0,55,60,10,14,
2025-06-05T23:00:00+00:00,27.76,20.76,55,60,10,14,
2025-06-06T00:00:00+00:00,26.67,19.8,55,60,10,14,
2025-06-06T01:00:00+00:00,26.42,19.2,55,60,10,14,
2025-06-06T02:00:00+00:00,25.96,19.0,55,60,10,14,
2025-06-06T03:00:00+00:00,25.44,19.2,55,60,10,14,
2025-06-06T04:00:00+00:00,25.18,19.8,55,60,10,14,
2025-06-06T05:00:00+00:00,24.96,20.76,55,60,10,14,
2025-06-06T06:00:00+00:00,24.81,22.0,55,60,10,14,Windows Closed
2025-06-06T07:00:00+00:00,24.77,23.45,55,60,10,14,
2025-06-06T08:00:00+00:00,25.28,25.0,55,60,10,14,
2025-06-06T09:00:00+00:00,25.69,26.55,55,60,10,14,
2025-06-06T10:00:00+00:00,25.75,28.0,55,60,10,14,
2025-06-06T11:00:00+00:00,26.61,29.24,55,60,10,14,
2025-06-06T12:00:00+00:00,27.06,30.2,55,60,10,14,
2025-06-06T13:00:00+00:00,27.39,30.8,55,60,10,14,
2025-06-06T14:00:00+00:00,28.04,31.0,55,60,10,14,
2025-06-06T15:00:00+00:00,28.48,30.8,55,60,10,14,
2025-06-06T16:00:00+00:00,28.52,30.2,55,60,10,14,
2025-06-06T17:00:00+00:00,29.54,29.24,55,60,10,14,
2025-06-06T18:00:00+00:00,28.84,28.0,55,60,10,14,
2025-06-06T19:00:00+00:00,29.23,26.55,55,60,10,14,
2025-06-06T20:00:00+00:00,28.74,25.0,55,60,10,14,
2025-06-06T21:00:00+00:00,28.49,23.45,55,60,10,14,Windows Opened
2025-06-06T22:00:00+00:00,28.3,22.0,55,60,10,14,
2025-06-06T23:00:00+00:00,27.57,20.76,55,60,10,14,
2025-06-07T00:00:00+00:00,26.81,19.8,55,60,10,14,
2025-06-07T01:00:00+00:00,26.51,19.2,55,60,10,14,
2025-06-07T02:00:00+00:00,25.7,19.0,55,60,10,14,
2025-06-07T03:00:00+00:00,25.25,19.2,55,60,10,14,
2025-06-07T04:00:00+00:00,25.11,19.8,55,60,10,14,
2025-06-07T05:00:00+00:00,24.8,20.76,55,60,10,14,
2025-06-07T06:00:00+00:00,24.97,22.0,55,60,10,14,Windows Closed
2025-06-07T07:00:00+00:00,24.67,23.45,55,60,10,14,
2025-06-07T08:00:00+00:00,25.16,25.0,55,60,10,14,
2025-06-07T09:00:00+00:00,25.84,26.55,55,60,10,14,
2025-06-07T10:00:00+00:00,26.14,28.0,55,60,10,14,
2025-06-07T11:00:00+00:00,26.43,29.24,55,60,10,14,
2025-06-07T12:00:00+00:00,26.9,30.2,55,60,10,14,
2025-06-07T13:00:00+00:00,27.35,30.8,55,60,10,14,
2025-06-07T14:00:00+00:00,28.15,31.0,55,60,10,14,
2025-06-07T15:00:00+00:00,28.66,30.8,55,60,10,14,
2025-06-07T16:00:00+00:00,28.6,30.2,55,60,10,14,
2025-06-07T17:00:00+00:00,29.2,29.24,55,60,10,14,
2025-06-07T18:00:00+00:00,29.3,28.0,55,60,10,14,
2025-06-07T19:00:00+00:00,28.67,26.55,55,60,10,14,
2025-06-07T20:00:00+00:00,29.02,25.0,55,60,10,14,
2025-06-07T21:00:00+00:00,28.49,23.45,55,60,10,14,Windows Opened
2025-06-07T22:00:00+00:00,28.11,22.0,55,60,10,14,
2025-06-07T23:00:00+00:00,27.51,20.76,55,60,10,14,
